PRODUCT CODE,PRODUCT TITLE,BRAND,PRODUCT TYPE,GTIN,PRICE
KS39019,L'Or Nespresso Forza Capsule (40 Pack) 4028489,L'Or,Beverages,08711000390191,10.04
KS39022,L'Or Nespresso Ristretto Capsule (Pack of 40) 4028790,L'Or,Beverages,08711000390221,10.04
MYC10742,MyCafe Brown Sugar Sticks (Pack of 1000) 21SJ8146,MyCafe,Food,5024577107424,10.31
JA31409,Cafe Corella Coffee Beans 1kg JB596,Café Corella,Beverages,5060630314095,10.63
JA31407,Cafe Corella Ground Coffee 1kg JB595,Café Corella,Beverages,5060630314071,10.63
NL68869,Nescafe Dolce Gusto Flat White Coffee 140.4g (Pack of 36) 12552348,Dolce Gusto,Beverages,8445290688699,10.83
NL92711,Nescafe Dolce Gusto Starbucks Espresso Roast Coffee 66g (Pack of 36) 12538344,Dolce Gusto,Beverages,7613036927116,11.23
BZ05210,Lakeland Semi-Skimmed Milk 500ml (12 Pack) A08087,Lakeland,Beverages,05010652610590,11.51
AU00378,MyCafe Brown Sugar Sachets (1000 Pack) A00890,Unbranded,Food,5050415003788,12.37
NL44242,Nescafe Dolce Gusto Americano Intenso Coffee 132.8g (Pack of 48) 12528702,Dolce Gusto,Beverages,8445290442420,12.65
NL69489,Nescafe Dolce Gusto Mocha Coffee 216g (Pack of 48) 12552647,Dolce Gusto,Beverages,8445290694898,12.65
NL92701,Nescafe Dolce Gusto Starbucks Cappuccino Coffee Pods (Pack of 36) 12397695,Dolce Gusto,Beverages,7613036927017,12.96
NL92699,Nescafe Dolce Gusto Starbucks Caramel Macchiato Coffee Pods (Pack of 36) 12397694,Dolce Gusto,Beverages,7613036926997,12.96
NL92755,Nescafe Dolce Gusto Starbucks House Blend Americano Medium Roast Coffee Pods (Pack of 36) 12397697,Dolce Gusto,Beverages,7613036927550,12.96
NL92703,Nescafe Dolce Gusto Starbucks Latte Macchiato Coffee Pods (Pack of 36) 12397696,Dolce Gusto,Beverages,7613036927031,12.96
NL17467,Nescafe Dolce Gusto Cafe au Lait Coffee Capsules (Pack of 48) 12235939,Dolce Gusto,Beverages,7613033174674,13.19
TH12168,Taylors Espresso Coffee Beans 1kg 3370,Taylors,Beverages,615357121683,13.34
NL19849,Nescafe Dolce Gusto Cappuccino Coffee Capsules (Pack of 48) 12352725,Dolce Gusto,Beverages,07613036271912,13.47
NL19839,Nescafe Dolce Gusto Espresso Coffee Capsules (Pack of 48) 12423690,Dolce Gusto,Beverages,5011546198392,13.47
NL19838,Nescafe Dolce Gusto Latte Macchiato Coffee Capsules (Pack of 48) 112416323,Dolce Gusto,Beverages,07613037515145,13.47
AU00377,MyCafe White Sugar Sachets (1000 Pack) AU00377,MyCafe,Food,5050415003771,13.48
NL44473,Nescafe Gold Cappuccino Unsweetened Instant Coffee Sachets (Pack of 50) 12405012,Nescafe,Beverages,7613034651563,14.16
TH71910,Taylors of Harrogate Decaffeinated Coffee Bags (Pack of 80) 6260,Taylors,Beverages,0501035719105,15.61
MYC66526,MyCafe Instant Coffee Granules 750g C226,MyCafe,Beverages,5060009665261,15.72
TH55965,Taylors of Harrogate Rich Italian Coffee Bags (80 Pack) 6125,Taylors,Beverages,5010357559651,16.29
KS49936,Kenco Westminster Filter Coffee 1kg 8060298,Kenco,Beverages,8711000499368,16.35
NWT96599,Cafe Bronte Twin Mini Variety Biscuits (Pack of 100) NWT859,Cafe Bronte,Food,5010665965991,16.42
NWT00291,Lyons Instant Coffee Granules 750g NWT875,Lyons,Beverages,5014776002910,16.96
MYC07568,Mycafe Freeze Dried Coffee Platinum 750g MYC07568,MyCafe,Beverages,5050747075682,17.81
KS65367,Douwe Egberts Cafetiere Blend Coffee 1kg 5536700,Douwe Egberts,Beverages,8711000053676,18.09
KS95366,Douwe Egberts Filter Blend Roast and Ground Coffee 1kg 536600,Douwe Egberts,Beverages,8711000953662,18.10
KS70321,Kenco Instant Latte Coffee 1kg 4090764,Kenco,Beverages,8711000703212,18.25
AU24370,Robinsons Ready to Drink Raspberry/Apple 500ml (Pack of 24) 125352,Robinsons,Beverages,5010102243705,18.60
NL30707,Nescafe Gold Cappuccino Unsweetend Taste Instant Coffee 1Kg 12405010,Nescafe,Beverages,07613034773531,18.97
NL72756,Nescafe Original Coffee One Cup Stick Sachet (Pack of 200) 12348358,Nescafe,Beverages,5000243727561,19.19
NL85680,Nescafe Coffee Granules 500g 12315337,Nescafe,Beverages,7613035422209,20.27
NL72758,Nescafe Decaffeinated One Cup Sticks Coffee Sachets (Pack of 200) 12315595,Nescafe,Beverages,5000243727585,20.66
KS70324,Maxwell House Instant Cappuccino Coffee Powder 1kg 4090765,Maxwell House,Beverages,8711000703243,21.34
NL60870,Nescafe Original Decaffeinated Instant Coffee 500g 12315569,Nescafe,Beverages,7613035301429,21.61
NL36874,Nescafe Gold Blend 600g Refill Makes approx 333 Cups 12226527,Nescafe,Beverages,7613034368744,21.61
KS70318,Kenco Instant Cappuccino Coffee 1kg 4090763,Kenco,Beverages,8711000703182,21.64
NL36812,Nescafe Original Instant Coffee 600G Refill 12315643,Nescafe,Beverages,7613034368126,21.69
NL72757,Nescafe Gold Blend One Cup Sticks Coffee Sachets (Pack of 200) 12340523,Nescafe,Beverages,5000243727578,23.45
NL72759,Nescafe Gold Blend Decaffeinated One Cup Coffee Sachets (Pack of 200) 12340522,Nescafe,Beverages,5000243727592,23.80
AU93310,Nescafe Gold Blend Coffee 500g Tin 12284101,Nescafe,Beverages,7613035301641,24.00
KS65685,Kenco Smooth Instant Coffee Sticks 1.8g (Pack of 200) 4032261,Kenco,Beverages,7622400656859,24.01
KS37316,Tassimo Kenco Cappuccino Coffee Pods (5 Packs of 8 ) 4041300,Tassimo,Beverages,8711000373163,24.82
KS65689,Kenco Instant Freeze Dried Decaffeinated Coffee Sticks 1.8g (Pack of 200) 4032262,Kenco,Beverages,07622200656899,25.50
KS43567,Tassimo Kenco Americano Grande Coffee 144g Capsules (5 Packs of 16) 4031640,Tassimo,Beverages,7622210435675,25.88
KS50022,Tassimo Milk Creamer 344g 16 Pods Pack x5 (Pack of 80) 4031522,Tassimo,Beverages,8711000500224,25.88
KS27780,Tassimo Kenco 100% Columbian Coffee 136g Capsules (5 Packs of 16) 4031515,Tassimo,Beverages,7622300277802,25.89
KS50025,Tassimo Morning Cafe Coffee 124.8g 16 Pod Pack x5 Pack of 80 4031639,Tassimo,Beverages,8711000500255,25.97
NL06553,Nescafe Azera Americano 500g 12284221,Nescafe Azera,Beverages,7613035302884,26.04
BZ27259,Douwe Egberts Continental Rich Roast Coffee 750G 4041020,Douwe Egberts,Beverages,8711000272596,26.15
NL82330,Nescafe Gold Blend Decaffeinated Instant Coffee 500g 12284222,Nescafe,Beverages,5000243823300,26.36
AU00036,Nescafe Original Coffee Granules 750g 12283921,Nescafe,Beverages,7613035298989,26.66
KS79315,Maxwell House Coffee Granules 750g Tin Rich Blend 4032034,Maxwell House,Beverages,05000136793154,27.46
KS16235,Kenco Decaffeinated Freeze Dried Instant Coffee 500g 4051043,Kenco,Beverages,5000136162356,27.71
KS11433,Kenco Millicano Whole Bean Instant Coffee 500g 4032082,Kenco,Beverages,7622210114334,28.25
NL82020,Nescafe Gold Blend Coffee 750g Tin 12284102,Nescafe,Beverages,7613035301665,28.35
GAL99264,Exclusive Medium Roast Filter Coffee 3 Pint Sachet 50g (Pack of 50) VRFA3PINT,James Aimer,Beverages,05011667992640,28.89
BZ24551,Clipper Organic Medium Roast Instant Coffee 500g A06762,Clipper,Beverages,5021991245510,29.31
NL60730,Nescafe Alta Rica Coffee 500g 12284227,Nescafe Alta Rica,Beverages,7613035303171,29.37
KS66891,Kenco Smooth Freeze Dried Instant Coffee Refill 650g 4032104,Kenco,Beverages,07622300668914,29.70
NL07791,Nescafe Azera Americano Coffee Sachets (Pack of 200) 12338061,Nescafe Azera,Beverages,7613036077910,30.19
NL78802,Nescafe Azera Decaffeinated Instant Coffee 420g Tin 12495100,Nescafe,Beverages,7613287788023,32.55
KS54532,Tassimo Costa Cappuccino Coffee 16 Pods x5 Packs (Pack of 80) 4056513,Tassimo,Beverages,8711000545324,32.58
KS50454,Tassimo Costa Caramel Latte Coffee Pods (Pack of 40) 4031637,Tassimo,Beverages,8711000504543,32.59
KS54541,Tassimo Costa Latte Coffee 16 Pods x5 Pack (Pack of 80) 4056534,Tassimo,Beverages,8711000545416,32.59
BZ54323,Clipper Fairtrade Organic Decaffeinated Coffee Tin 500g A06746,Clipper,Beverages,5021991543234,33.93
KS16233,Kenco Really Rich Freeze Dried Instant Coffee 750g 4032089,Kenco,Beverages,5000136162332,35.47
KS16230,Kenco Really Smooth Freeze Dried Instant Coffee 750g 4032075,Kenco,Beverages,5000136162301,35.49
KS77738,Tassimo Costa Americano Coffee 144g Capsules (5 Packs of 16) 4031506,Tassimo,Beverages,7622300777388,37.44
BZ24980,Douwe Egberts Pure Gold Continental Instant Coffee 750g 4041022,Douwe Egberts,Beverages,8711000249802,38.10
KS25423,Douwe Egberts Pure Gold Coffee Sticks (Pack of 500) 4021785,Douwe Egberts,Beverages,8711000254233,64.49
KS02543,Douwe Egberts Decaff Sticks (Pack of 500) 4041420,Douwe Egberts,Beverages,8711000025437,66.85
KS62034,Kenco Westminster 3 Pint Coffee Sachet (Pack of 50) 4032272,Kenco,Beverages,07622300362034,74.93
KS51833,Kenco Smooth Instant Coffee Case Deal 750g (Pack of 6) 4032075,,Beverages,8711000518335,226.63
CX04835,Washing Up Brush Long Handle White/Blue 102998,Robert Scott,Cleaning Equipment,5013174048353,0.77
WX18715,Insette Wild Berries Air Freshener 300ml 1008167,Insette,Sanitary Refills,5010508182882,0.93
DEB16103,SC Johnson Professional Cleanse Heavy Dispenser for 2 Litre Cartridges Black HVY2LDB,SC Johnson Professional,Sanitary Dispensers,5010424161039,0.93
CNT10542,Washable Scrubbing Brush Green 104951G,Unbranded,Cleaning Equipment,5013174105421,0.98
CPD14927,Gel Air Freshener Lavender Breeze 150g (Pack of 3) 1008295,All About Home,Sanitary Dispensers,5050895149273,1.02
CPD14928,Gel Air Freshener Tuscany Rose 150g (Pack of 3) 1008296,All About Home,Sanitary Dispensers,5050895149280,1.02
CPD02010,Economy Scourer Flat 150x115mm Green (Pack of 10) VOW/SC.01/10,Unbranded,Cleaning Equipment,5060057243442,1.06
BPI65200,Greensack Medium Duty Refuse Sack on a Roll Black (Pack of 15) GR0771,Greensack,Cleaning Equipment,5026824652008,1.07
2W03485,2Work Antibacterial Alcohol Hand Wipes Unfragranced (Pack of 50) 2W03485,2Work,Cleaning Products,4260368034857,1.07
STA224344069,Nilco Antibacterial Cleaner and Sanitiser 500ml NAB500RI,Nilco,Cleaning Products,5011807054146,1.08
CX01980,Mop Head 12oz Pure Yarn with Galvanised Socket 102380,Bentley,Cleaning Equipment,5013174015492,1.14
2W70643,2Work Antibacterial Handwash 750ml 2W70643,2Work,Cleaning Products,5030037064336,1.14
CL44010,Clinell Universal Wipes (Pack of 40) CW40,Clinell,Cleaning Products,5060130440102,1.20
CC72657,Clover Cream Cleaner 300ml Lemon Fragrance 431STS,Clover,Cleaning Products,5060390726572,1.21
AU91659,2Work Toilet Brush and Holder White AU91659,2Work,Cleaning Equipment,5010303916590,1.22
2W03979,2Work Antibacterial Daily Use Toilet Cleaner Perfumed 1 Litre 2W03979,2Work,Cleaning Products,5030037039792,1.22
RK54558,Mr Sheen Multi Surface Polish Aerosol Professional Original 250ml 3175247,Mr Sheen,Cleaning Products,5059001005113,1.24
OR32259,De-Icer Trigger Spray 750ml M7 T75,Orca Hygiene,Cleaning Products,5037832322593,1.27
2W24703,2Work Probe Wipes Antibacterial 120x130mm Tub (Pack of 200) 2W24703,2Work,Sanitary Refills,5060057247037,1.30
WX00565,Washing Up Liquid 500ml (Pack of 2) 1015055,Easy,Cleaning Products,5000185114740,1.35
PX18561,Febreze Air Freshener Spray Blossom and Breeze 185ml C008330,Febreze,Sanitary Dispensers,8700216185615,1.38
PX18558,Febreze Air Freshener Spray Cotton Fresh 185ml C008326,Febreze,Sanitary Dispensers,8700216185585,1.39
ECO24276,Envirolite Lightweight 480x360mm Blue All Purpose Cloths (Pack of 50) ELF500,Envirolite,Cleaning Products,5060057242766,1.42
DEB12309,Glade Clean Linen Gel Air Freshener 70g 313344,Glade,Sanitary Refills,5000204123098,1.44
BZ10568,Broom Head Soft 28cm Blue P04051,Unbranded,Cleaning Equipment,5013174105681,1.44
BZ10570,Broom Head Soft 28cm Green P04053,Unbranded,Cleaning Equipment,5013174105704,1.44
BZ10569,Broom Head Soft 28cm Red P04052,Unbranded,Cleaning Equipment,5013174105698,1.44
BZ10572,Broom Head Soft 28cm Yellow P04054,Unbranded,Cleaning Equipment,5013174105728,1.44
RK58852,Dettol Pro Cleanse Antibacterial Liquid Hand Soap 500ml 3256520,Dettol,Cleaning Products,5011417588529,1.45
RK16120,Harpic Active Fresh Toilet Rim Block 6 Powers Sparkling Citrus 35g 3119589/SINGLE,Harpic,Cleaning Products,8901396161202,1.48
CX01962,Bucket Plastic 10 Litre Blue VOW/BUCKET.10B,Unbranded,Cleaning Equipment,5014555019627,1.49
CX01970,Bucket Plastic 10 Litre Green VOW/BUCKET.10G,Unbranded,Cleaning Equipment,5014555019702,1.49
CX00740,Bucket Plastic 10 Litre Red VOW/BUCKET.10R,Unbranded,Cleaning Equipment,5014555007402,1.49
CX01512,Bucket Plastic 10 Litre Yellow VOW/BUCKET.10Y,Unbranded,Cleaning Equipment,5014555015124,1.49
2W08160,2Work Heavy Duty Non-Woven Cloth 380x400mm Blue (Pack of 5) 2W08160,2Work,Cleaning Equipment,5013174081602,1.50
2W08161,2Work Heavy Duty Non-Woven Cloth 380x400mm Green (Pack of 5) 2W08161,2Work,Cleaning Equipment,5013174081619,1.50
2W08162,2Work Heavy Duty Non-Woven Cloth 380x400mm Red (Pack of 5) 2W08162,2Work,Cleaning Equipment,5013174081626,1.50
2W08163,2Work Heavy Duty Non-woven Cloth 380x400mm Yellow (Pack of 5) 2W08163,2Work,Cleaning Equipment,5013174081633,1.50
RK57226,Dettol Floor Wipes Biodegradable Citrus (Pack of 10) 3213958-S,Dettol,Cleaning Products,5011417572269,1.54
RK78725,Dettol Washing Machine Cleaner Lemon 250ml 3253195,Dettol,Cleaning Products,05011417787250,1.56
CX03050,Wooden Mop Handle 48 Inch BH.415,Bentley,Cleaning Equipment,5014555030509,1.57
CX01703,Kentucky Mop Head Disposable 250g 100884,Unbranded,Cleaning Equipment,5013174017038,1.58
3M49290,3M Scotch-Brite Lint Roller Refill 30 Sheet 836RP,Scotch-Brite,Cleaning Equipment,00021200492907,1.60
CPD00228,Ecover Fast Action Toilet Cleaner Pine and Mint 750ml 1009066,Ecover,Cleaning Products,5412533002287,1.69
CX00199,Mop Head 8oz Pure Yarn Mop Head PY.12,Bentley,Cleaning Equipment,5014555001998,1.69
AG04015,Addis Cloth Replacement Mop Head Red 510527,Addis,Cleaning Equipment,5010303040158,1.72
RK55940,Dettol Multipurpose Cleaning Liquid Antibacterial Citrus 1L 8091522,Dettol,Cleaning Products,5011417559406,1.76
VA00137,Evans Everfresh Apple Toilet Cleaner 1 Litre A103AEV,Evans,Cleaning Products,5055033001376,1.79
AG05955,Addis Broom Handle Metallic 9599MET,Addis,Cleaning Equipment,5010303059556,1.79
VA00392,Evans Toilet Cleaner and Descaler 1 Litre A190CEV,Evans,Cleaning Products,5055033003929,1.79
RK01428,Air Wick Active Fresh Room Spray Fresh Cotton 237ml 3247159,Air Wick,Cleaning Products,5059001014283,1.79
CX03240,Hand Held Scrubbing Brush Blue VOW/20164B,Bentley,Cleaning Equipment,5014555032404,1.80
CX03236,Hand Held Scrubbing Brush Green VOW/20164G,Bentley,Cleaning Equipment,5014555032367,1.80
CX03234,Hand Held Scrubbing Brush Red VOW/20164R,Bentley,Cleaning Equipment,5014555032343,1.80
CX03238,Hand Held Scrubbing Brush Yellow VOW/20164Y,Bentley,Cleaning Equipment,5014555032381,1.80
2W08168,2Work Economy Cloth 420x350mm Blue (Pack of 50) 2W08168,2Work,Cleaning Equipment,5013174081688,1.81
2W08169,2Work Economy Cloth 420x350mm Green (Pack of 50) 2W08169,2Work,Cleaning Equipment,5013174081695,1.81
2W08170,2Work Economy Cloth 420x350mm Red (Pack of 50) 2W08170,2Work,Cleaning Equipment,5013174081701,1.81
2W08171,2Work Economy Cloth 420x350mm Yellow (Pack of 50) 2W08171,2Work,Cleaning Equipment,5013174081718,1.81
DV13096,Duck Deep Action Gel Toilet Cleaner Marine 750ml 314399,,Cleaning Products,5000204130966,1.87
DV13093,Duck Deep Action Gel Toilet Cleaner Pine 750ml 314398,,Cleaning Products,5000204130935,1.87
RK55947,Windolene Glass and Shiny Surface Cleaner 750ml 3024873,Windolene,Cleaning Products,5011417782422,1.90
CX03974,Dustpan and Brush Set Blue 102940BU,Bentley,Cleaning Equipment,5013174012842,1.91
CX03968,Dustpan and Brush Set Green 102940GN,Bentley,Cleaning Equipment,5013174018066,1.91
CX03970,Dustpan and Brush Set Red 102940RD,Bentley,Cleaning Equipment,5013174012859,1.91
CX03972,Dustpan and Brush Set Yellow 102940YL,Bentley,Cleaning Equipment,5013174018080,1.91
RK56348,Dettol Kitchen Trigger Spray 1L 3047896-S,Dettol,Cleaning Products,5011417563489,1.92
2W06003,2Work Erase All Sponge 100x60x25mm (Pack of 10) 2W06003,2Work,Cleaning Equipment,5013174060034,1.93
2W04589,2Work Washing Up Liquid Concentrate Lemon Fragrance 1 Litre 2W04589,2Work,Cleaning Products,5022905040269,1.94
2W03970,2Work Disinfectant and Washroom Cleaner Perfumed 1 Litre 2W03970,2Work,Cleaning Products,5030037039709,1.95
CPD70014,2Work Yellow Duster 508x355mm (Pack of 10) CPD70014,2Work,Cleaning Equipment,5011251700149,1.97
2W76002,2Work Acidic Toilet Cleaner/Descaler/Deodoriser 1 Litre 2W76002,2Work,Cleaning Products,5030037760023,1.98
2W07385,2Work Disinfectant Bactericidal Viricidal Wipes (Pack of 100) 2W07385,2Work,Cleaning Products,5050747073855,1.98
CX00327,2Work Plastic Toilet Brush Set White CX00327,2Work,Cleaning Equipment,5014555003275,2.00
RK57444,Cillit Bang Power Cleaner Odour Stop Unblocker Gel 500ml 3082040,Cillit Bang,Cleaning Products,5011417574447,2.00
RK56345,Dettol Bathroom Trigger Spray 1L 3047897-S,Dettol,Cleaning Products,5011417563458,2.00
AG05741,Addis Ultra Grip Jumbo Dish Washing Brush Metallic Silver 501120,Addis,Cleaning Equipment,5010303057415,2.02
UW47033,Uniwipe Hand and Surface Wipes (Pack of 100) 1025,Uniwipe,Cleaning Products,5060460470336,2.03
RK56542,Air Wick Spray Pure Soft Cotton Spray 250ml 3022883/SINGLE,Air Wick,Sanitary Dispensers,5011417565421,2.05
RK63878,Air Wick Spray Pure Spring Delight Spray 250ml 3013419,Air Wick,Sanitary Dispensers,5011417563878,2.05
PX47771,Flash Disinfectant Multi-Surface Cleaner Spray 750ml CO01848,Flash,Cleaning Products,8001841477718,2.08
CNT00707,Hygiene Socket Mop Head 180g Blue 103061 BLU,Contico,Cleaning Equipment,5025493000707,2.08
CNT00493,Hygiene Socket Mop Head 180g Green 103061 GRN,Contico,Cleaning Equipment,5025493000721,2.08
CNT00745,Hygiene Socket Mop Head 180g Red 103061 RD,Contico,Cleaning Equipment,5025493000745,2.08
CNT00769,Hygiene Socket Mop Head 180g Yellow 103061 YLW,Contico,Cleaning Equipment,5025493000769,2.08
ECO24163,Envirowipe Antibacterial Cleaning Cloths 500x360mm Green (Pack of 25) EWF152,Envirowipe,Cleaning Products,5060057241639,2.16
CX00377,Sponge Back Scourer 140x70x40mm (10 Pack) SBS100G,Bentley,Cleaning Equipment,5060057240069,2.16
CNT03284,Scourer Galvanised Steel 50g Medium (Pack of 10) 102589,Unbranded,Cleaning Equipment,5013174028089,2.19
AG05890,Addis Cutlery Tray Metallic Grey 510855,Addis,Cleaning Equipment,5010303058900,2.20
CPD97320,Insette Air Freshener Aerosol Wild Berry 330ml (Pack of 2) 1008233,Insette,Sanitary Dispensers,5060102430377,2.27
CPD00634,2Work Lightweight All Purpose Cloth 600x300mm Blue (Pack of 50) CPD00634,2Work,Cleaning Equipment,5011581006348,2.27
CPD30023,2Work Lightweight All Purpose Cloth 600x300mm Green (Pack of 50) CPD30023,2Work,Cleaning Equipment,5055171300232,2.27
CPD30021,2Work Lightweight All Purpose Cloth 600x300mm Red (Pack of 50) CPD30021,2Work,Cleaning Equipment,5055171300218,2.27
CPD30025,2Work Lightweight All Purpose Cloth 600x300mm Yellow (Pack of 50) CPD30025,2Work,Cleaning Equipment,5055171300256,2.27
RK01402,Finish Rinse Aid Shine and Protect Regular 400ml 3245780,Finish,Cleaning Products,5059001014023,2.28
RK56342,Dettol Multi-Surface Disinfectant Cleaner 1L Trigger 75001,Dettol,Cleaning Products,5011417563427,2.29
RK75041,Brasso Wadding 75gm 06136,Brasso,Cleaning Products,5011417750414,2.31
CPD43645,Certex Antibacterial Hand Wash 250ml (Pack of 2) KCWMAS/2,Certex,Cleaning Products,5025416030675,2.32
CX00537,Nail Brushes Plastic Twin Pack White VOW/CL.190/2,Bentley,Cleaning Equipment,5014555005378,2.33
CPD30019,2Work Dishcloths 400x280mm White (Pack of 10) CPD30019,2Work,Cleaning Equipment,5013174052190,2.42
DV74272,Pledge Natural Furniture Polish 400ml 669996,Pledge,Cleaning Products,7615400742721,2.47
RK54850,Finish Dishwasher Deep Cleaner 1 Wash 250ml 3164943,Finish,Cleaning Products,5011417548509,2.47
DV74266,Pledge Multi Surface Cleaner 400ml Aerosol 688174,Pledge,Cleaning Products,7615400742660,2.54
CX51410,Finger Grip Scourers 130x70x40mm Green (Pack of 10) SPCAGN60I,Robert Scott,Cleaning Equipment,8710648514105,2.55
CX81410,Finger Grip Scourers 130x70x40mm Red (Pack of 10) SPCARE60I,Robert Scott,Cleaning Equipment,8710648814106,2.55
CNT02070,Exel Revolution 250g Mop Head Blue 103075 BLU,Contico,Cleaning Equipment,5013174020700,2.56
CNT02071,Exel Revolution 250g Mop Head Green 103075 GRN,Contico,Cleaning Equipment,5013174020717,2.56
CNT02072,Exel Revolution 250g Mop Head Red 103075 RD,Contico,Cleaning Equipment,5013174020724,2.56
CNT02073,Exel Revolution 250g Mop Head Yellow 103075 YLW,Contico,Cleaning Equipment,5013174020731,2.56
RK56173,Dettol Mould and Mildew Remover 750ml 71815,Dettol,Cleaning Products,5011417561737,2.59
DV08386,Mr Muscle Multi-Surface Cleaner 750ml 321534,Mr Muscle,Cleaning Products,5000204083866,2.60
CPD24702,2Work Disinfectant Wipes (Pack of 200) CPD24702,2Work,Cleaning Products,5060057247020,2.60
CNT01319,2Work Heavyweight All Purpose Cloth 500x350mm Blue (Pack of 25) CNT01319,2Work,Cleaning Equipment,5013174013191,2.62
CNT01645,2Work Heavyweight All Purpose Cloth 500x350mm Green (Pack of 25) CNT01645,2Work,Cleaning Equipment,5013174016451,2.62
CNT01643,2Work Heavyweight All Purpose Cloth 500x350mm Red (Pack of 25) CNT01643,2Work,Cleaning Equipment,5013174016437,2.62
CNT01647,2Work Heavyweight All Purpose Cloth 500x350mm Yellow (Pack of 25) CNT01647,2Work,Cleaning Equipment,5013174016475,2.62
CX01119,Heavy Duty Bucket 14 Litre Black VOW/BUCKET.01,Bentley,Cleaning Equipment,5014555011195,2.63
CNT00135,Hygiene Dish Cloths 406x304mm/16x12 Inch Red/White Pack of 10 100755R,Contico,Cleaning Equipment,5013174001358,2.63
CNT00120,Hygiene Dishcloths 406x304mm/16x12 Inch Blue/White (Pack of 10) 100755B,Contico,Cleaning Equipment,5013174001204,2.63
3M49289,3M Scotch-Brite Clothes Lint Roller 836R-30,3M,Cleaning Equipment,00021200493720,2.64
DV71814,Mr Muscle Window and Glass Cleaner 750ml 316533,Mr Muscle,Cleaning Products,5000204718140,2.65
RK88253,Dettol 24 Hour Protect Multi Surface Cleaner 460ml Ocean Fresh 3246250,Dettol,Cleaning Products,5011417588253,2.72
CNT00676,White 24 Inch Flick Duster 101007,Contico,Cleaning Equipment,083956000010,2.77
AG95860,Addis Super Dry Mop Refill 9586,Addis,Cleaning Equipment,5010303134000,2.77
PX63646,Febreze Fabric Refresher Spray 500ml 5413149636460,Febreze,Cleaning Products,5413149636460,2.79
RK01427,Air Wick Active Fresh Room Spray Jasmine Bouquet 237ml 3247158,Air Wick,Cleaning Products,5059001014276,2.80
RK01139,Finish Dishwasher Salt 2kg Box 3227618,Finish,Cleaning Products,5059001011398,2.80
CNT01624,2Work Microfibre Cloth 400x400mm Green (Pack of 10) CNT01624,2Work,Cleaning Equipment,5030037067122,2.81
2W09161,2Work Biodegradable Eucalyptus Hand/Surface Disinfectant Wipes (Pack of 100) 2W09161,2Work,Cleaning Products,5050747091613,2.82
OR32249,Screenwash Ready To Use 5 Litre M4 C500,Orca Hygiene,Cleaning Products,5037832322494,2.82
UV53894,Uvex Lens Cleaning Fluid 16Floz,Uvex,Cleaning Products,4031101538945,2.83
CNT01262,2Work Microfibre Cloth 400x400mm Blue (Pack of 10) CNT01262,2Work,Cleaning Equipment,5013174018301,2.83
CNT01623,2Work Microfibre Cloth 400x400mm Red (Pack of 10) CNT01623,2Work,Cleaning Equipment,5013174018325,2.83
CNT01625,2Work Microfibre Cloth 400x400mm Yellow (Pack of 10) CNT01625,2Work,Cleaning Equipment,5030037067115,2.83
RK00077,Cillit Bang Kitchen Degreaser Professional 1 Litre 3102465,Cillit Bang,Cleaning Products,5059001000774,2.86
DV41541,Titan Sanitiser Detergent Powder 500g 100884197,Diversey,Cleaning Products,5011888415416,2.88
AG05880,Addis Rectangular Washing Up Bowl 9.5 Litre 9603MET,Addis,Cleaning Equipment,5010303058801,2.89
AST22180,Astonish All in 1 Dishwasher Tablets Blue (Pack of 42) AST22180,Astonish,Cleaning Products,0048256221800,2.91
RK04844,Brasso Metal Polish Liquid 175ml 3259891,Brasso,Cleaning Products,5000146048442,2.91
RK01426,Air Wick Active Fresh Room Spray Eucalyptus and Freesia 237ml 3247157,Air Wick,Cleaning Products,5059001014269,2.93
DV10737,Cif Professional Power Cleaner Degreaser 750ml 7517961,Cif,Cleaning Products,7615400107377,2.93
CNT30069,Dustbeater Sweeper Replacement Head Blue 102318,Contico,Cleaning Equipment,5013174070149,2.99
VE07062,Vectair Systems V-Air Passive Air Freshener Dispenser White VAIR-MVPW,V-Air,Sanitary Dispensers,5060060070622,3.03
2W03978,2Work Thin Bleach 5 Litre 2W03978,2Work,Cleaning Products,5030037039785,3.09
PX70949,Always Ultra Pads Long With Wings Size 2 Sanitary Pads (Pack of 24) C006926,Always,Sanitary Refills,8006540709498,3.16
RK78050,Dettol Antibacterial Cleansing Wipes (Pack of 126) 3189500S,Dettol,Cleaning Products,5011417778050,3.16
2W11365,2Work Hand Sanitiser Rub Alcohol-Free Foaming 600ml Bottle 2W11365,2Work,Cleaning Products,5030037113657,3.21
UW47144,Uniwipe Bio Clinical Midi Wipes Biodegradable Wipes (Pack of 100) 1081,Uniwipe,Cleaning Products,5060460471449,3.26
RK01442,Air Wick Active Fresh Aerosol-Free Spray Refill Eucalyptus and Freesia 228ml 3247398,Air Wick,Cleaning Products,5059001014429,3.27
RK01145,Air Wick Active Fresh Air Freshener Aerosol-Free Spray Refill Fresh Cotton 228ml 3228480,Air Wick,Cleaning Products,5059001011459,3.27
PX37940,Ambi Pur 3volution Plug-In 81406690,Ambi-Pur,Sanitary Dispensers,4015600515010,3.29
CNT01026,Window Cleaning Squeegee 12 Inch Blue 7030VOW,Contico,Cleaning Equipment,5025493010263,3.32
2W02329,2Work Cleaning Caddy Cream 2W02329,2Work,Cleaning Equipment,5016447023293,3.35
